OBJECTID,TRL_NAME,PARK_NAME,TRL_ID,SEG_ID,FEATURE,FEAT_CMNT,ELEV_FT,CITY_JUR,ZIP_CODE,SUP_DIST,X_STREET,PARKING,PHOTO,LAT,LON,FID,x,y
7959,Nicholas Ranch Road,CA State Parks - Leo Carrillo,10124,101240000,TAPO,Auto Generated and Verified,1483,Unincorporated Los Angeles County,90265,3rd District,33700 Decker School Rd,ST,,34.07061305,-118.90648716,242,-118.90648716,34.07061305
7960,Nicholas Ranch House Road,CA State Parks - Leo Carrillo,10123,,TAPO,Added per Dale's request,1483,Unincorporated Los Angeles County,90265,3rd District,33700 Decker School Rd,ST,,34.07061305,-118.90648716,243,-118.90648716,34.07061305
7963,Nicholas Meadow Trail,CA State Parks - Leo Carrillo,10182,300090000,TAPO,Added per Dale's request,1483,Unincorporated Los Angeles County,90265,3rd District,33700 Decker School Rd,ST,,34.07061305,-118.90648716,244,-118.90648716,34.07061305
7964,Backbone Trail - Etz Meloy Motorway,National Parks Service,20008,200070012,TAPO,Auto Generated and Verified,1622,Unincorporated Los Angeles County,90265,3rd District,33286 Mulholland Hwy,ST,,34.09166241,-118.86713927,245,-118.86713927,34.09166241
7965,Backbone Trail - Etz Meloy Motorway Overlook,National Parks Service,20141,200070012,TAPO,Auto Generated and Verified,1622,Unincorporated Los Angeles County,90265,3rd District,33286 Mulholland Hwy,ST,,34.09166241,-118.86713927,246,-118.86713927,34.09166241
7966,Mulholland Highway,National Parks Service,20091,200070012,TAPO,Auto Generated and Verified,1622,Unincorporated Los Angeles County,90265,3rd District,33286 Mulholland Hwy,ST,,34.09166241,-118.86713927,247,-118.86713927,34.09166241
7967,Clarke Ranch Road Connector,National Parks Service,20043,200420000,TH,Auto Generated and Verified,1391,Unincorporated Los Angeles County,90265,3rd District,1091 Encinal Canyon Rd,SA,,34.08577506,-118.86251021,248,-118.86251021,34.08577506
7968,Clarke Ranch Road Connector,National Parks Service,20043,200070000,TH,Auto Generated and Verified,1398,Unincorporated Los Angeles County,90265,3rd District,1063 Encinal Canyon Rd,SA,,34.08519896,-118.86159778,249,-118.86159778,34.08519896
7969,Backbone Trail - Zuma Ridge Trail,National Parks Service,20020,201370000,TAPO,Confirmed with NPS data points,1724,Unincorporated Los Angeles County,90265,3rd District,500 Encinal Canyon Rd,ST,,34.08683648,-118.83923919,250,-118.83923919,34.08683648
7970,Pond Trail,National Parks Service,20101,201120000,TH,Confirmed with NPS data points,1709,Unincorporated Los Angeles County,90265,3rd District,31520 Mulholland Hwy,SA,,34.09706364,-118.81409729,251,-118.81409729,34.09706364
7971,Overlook Trail,National Parks Service,20095,201120000,TH,Confirmed with NPS data points,1709,Unincorporated Los Angeles County,90265,3rd District,31520 Mulholland Hwy,SA,,34.09706364,-118.81409729,252,-118.81409729,34.09706364
7972,Rocky Oaks - Unnamed,CA State Parks - Topanga,20110,100700000,TH,Confirmed with NPS data points,1709,Unincorporated Los Angeles County,90265,3rd District,31520 Mulholland Hwy,SA,,34.09706364,-118.81409729,253,-118.81409729,34.09706364
7973,Rocky Oaks Loop - Pond Connector,National Parks Service,20111,201120000,TH,Confirmed with NPS data points,1709,Unincorporated Los Angeles County,90265,3rd District,31520 Mulholland Hwy,SA,,34.09706364,-118.81409729,254,-118.81409729,34.09706364
7974,Zuma Canyon Connector Trail,National Parks Service,20133,201350000,TH,Confirmed with NPS data points,1323,Unincorporated Los Angeles County,90265,3rd District,2615 S Kanan Dume Rd,ST,,34.06138582,-118.80406238,255,-118.80406238,34.06138582
7975,Canyon View Trail,National Parks Service,20033,,TH,From NPS,96,Malibu,90265,3rd District,End of Bonsall Drive,SA,,34.03171131,-118.81225024,256,-118.81225024,34.03171131
7976,Scenic Trail (Zuma),National Parks Service,20116,,TH,From NPS,96,Malibu,90265,3rd District,End of Bonsall Drive,SA,,34.03171131,-118.81225024,257,-118.81225024,34.03171131
7978,Edison Road,CA State Parks - Malibu Creek,20060,100140000,TH,Auto Generated and Verified,1992,Unincorporated Los Angeles County,90265,3rd District,Castro Peak Mtwy,SA,,34.08200797,-118.75840606,258,-118.75840606,34.08200797
7979,Topanga Ridge Motorway,CA State Parks - Malibu Creek,20123,300020000,TH,Auto Generated and Verified,2374,Unincorporated Los Angeles County,90290,3rd District,24839 Saddle Peak Rd,SA,,34.08127044,-118.64508228,259,-118.64508228,34.08127044
7980,Peter Strauss - Triunfo Loop,National Parks Service,20142,201000000,TAPO,Auto Generated and Verified,760,Unincorporated Los Angeles County,91301,3rd District,,SA,,34.11235484,-118.77907598,260,-118.77907598,34.11235484
7981,Paramount Ridge Trail,National Parks Service,20098,200700000,TAPO,Auto Generated and Verified,809,Unincorporated Los Angeles County,91301,3rd District,3619 Cornell Rd,ST,,34.12530143,-118.7499441,261,-118.7499441,34.12530143
7982,Bwana Trail, ,20029,200700002,TAPO,Added From NPS ParkEntrancePts.shp,764,Unincorporated Los Angeles County,91301,3rd District,3450 Cornell Rd,ST,,34.12352858,-118.75025663,262,-118.75025663,34.12352858
7983,Ebb Tide Trail, ,20057,200700002,TAPO,Added From NPS ParkEntrancePts.shp,764,Unincorporated Los Angeles County,91301,3rd District,3450 Cornell Rd,ST,,34.12352858,-118.75025663,263,-118.75025663,34.12352858
7984,Racetrack Road,National Parks Service,20103,201300000,TAPO,Auto Generated and Verified,738,Unincorporated Los Angeles County,91301,3rd District,Paramount Ranch Rd,SA,,34.11550054,-118.75525222,264,-118.75525222,34.11550054
7985,Medicine Woman Connector,National Parks Service,20083,201300000,TAPO,Auto Generated and Verified,738,Unincorporated Los Angeles County,91301,3rd District,Paramount Ranch Rd,SA,,34.11550054,-118.75525222,265,-118.75525222,34.11550054
7986,Coyote - Hacienda Connector,National Parks Service,20047,200480000,TAPO,Auto Generated and Verified,756,Unincorporated Los Angeles County,91301,3rd District,Paramount Ranch Rd,SA,,34.11579905,-118.75716839,266,-118.75716839,34.11579905
7987,Coyote Picnic Table Spur,National Parks Service,20049,200480000,TAPO,Auto Generated and Verified,756,Unincorporated Los Angeles County,91301,3rd District,Paramount Ranch Rd,SA,,34.11579905,-118.75716839,267,-118.75716839,34.11579905
7988,Racetrack Turn 7,National Parks Service,20104,200480000,TAPO,Auto Generated and Verified,756,Unincorporated Los Angeles County,91301,3rd District,Paramount Ranch Rd,SA,,34.11579905,-118.75716839,268,-118.75716839,34.11579905
7989,Bwana Connector,National Parks Service,20028,200700000,TAPO,Auto Generated and Verified,809,Unincorporated Los Angeles County,91301,3rd District,3619 Cornell Rd,ST,,34.12530143,-118.7499441,269,-118.7499441,34.12530143
7990,Palo Comado Connector,National Parks Service,20096,200020000,TAPO,,1011,Unincorporated Los Angeles County,91301,3rd District,Cheseboro Canyon Rd and Cheseboro Road,SA,,34.15655231,-118.73083841,270,-118.73083841,34.15655231
7991,Canyon View Trail (Cheeseboro),National Parks Service,20034,200020000,TH,Auto Generated and Verified,1011,Unincorporated Los Angeles County,91301,3rd District,Cheseboro Canyon Rd and Cheseboro Road,SA,,34.15655231,-118.73083841,271,-118.73083841,34.15655231
7992,Cheeseboro Ridge Trail,National Parks Service,20039,200020000,TH,Auto Generated and Verified,1011,Unincorporated Los Angeles County,91301,3rd District,Cheseboro Canyon Rd and Cheseboro Road,SA,,34.15655231,-118.73083841,272,-118.73083841,34.15655231
7993,Modelo Trail Connector,National Parks Service,20086,200020000,TH,Auto Generated and Verified,1011,Unincorporated Los Angeles County,91301,3rd District,Cheseboro Canyon Rd and Cheseboro Road,SA,,34.15655231,-118.73083841,273,-118.73083841,34.15655231
7994,Deer Leg Trail,CA State Parks - Malibu Creek,10055,101090000,TAPO,Auto Generated and Verified,850,Unincorporated Los Angeles County,91301,3rd District,28848 Lake Vista Dr,SA,,34.11208046,-118.75042768,274,-118.75042768,34.11208046
7995,Deer Leg Connector Trail,CA State Parks - Malibu Creek,10054,101090000,TAPO,Auto Generated and Verified,850,Unincorporated Los Angeles County,91301,3rd District,28848 Lake Vista Dr,SA,,34.11208046,-118.75042768,275,-118.75042768,34.11208046
7996,Cage Creek Trail,CA State Parks - Malibu Creek,10037,101090000,TAPO,Auto Generated and Verified,850,Unincorporated Los Angeles County,91301,3rd District,28848 Lake Vista Dr,SA,,34.11208046,-118.75042768,276,-118.75042768,34.11208046
7997,Lookout Trail,CA State Parks - Malibu Creek,10104,101090000,TAPO,Auto Generated and Verified,850,Unincorporated Los Angeles County,91301,3rd District,28848 Lake Vista Dr,SA,,34.11208046,-118.75042768,277,-118.75042768,34.11208046
7998,Crags Road Connector, ,10050,100440000,TAPO,,549,Unincorporated Los Angeles County,91302,3rd District,27359 Waycross Dr,SA,,34.0967567,-118.71623806,278,-118.71623806,34.0967567
7999,Crags Trail, ,10051,100440000,TAPO,,549,Unincorporated Los Angeles County,91302,3rd District,27359 Waycross Dr,SA,,34.0967567,-118.71623806,279,-118.71623806,34.0967567
8000,Crags Vista Point Road, ,10052,100440000,TAPO,,549,Unincorporated Los Angeles County,91302,3rd District,27359 Waycross Dr,SA,,34.0967567,-118.71623806,280,-118.71623806,34.0967567
8001,High Road, ,10078,100440000,TAPO,,549,Unincorporated Los Angeles County,91302,3rd District,27359 Waycross Dr,SA,,34.0967567,-118.71623806,281,-118.71623806,34.0967567
8002,Rock Pool Trail, ,10147,100440000,TAPO,,549,Unincorporated Los Angeles County,91302,3rd District,27359 Waycross Dr,SA,,34.0967567,-118.71623806,282,-118.71623806,34.0967567
8003,Century Dam Route, ,10041,100440000,TAPO,,549,Unincorporated Los Angeles County,91302,3rd District,27359 Waycross Dr,SA,,34.0967567,-118.71623806,283,-118.71623806,34.0967567
8004,Century Lake Road, ,10042,100440000,TAPO,,549,Unincorporated Los Angeles County,91302,3rd District,27359 Waycross Dr,SA,,34.0967567,-118.71623806,284,-118.71623806,34.0967567
8005,Century Lake Trail, ,10043,100440000,TAPO,,549,Unincorporated Los Angeles County,91302,3rd District,27359 Waycross Dr,SA,,34.0967567,-118.71623806,285,-118.71623806,34.0967567
8006,Forest Trail, ,10067,100440000,TAPO,,549,Unincorporated Los Angeles County,91302,3rd District,27359 Waycross Dr,SA,,34.0967567,-118.71623806,286,-118.71623806,34.0967567
8007,Gorge Route, ,10073,100440000,TAPO,,549,Unincorporated Los Angeles County,91302,3rd District,27359 Waycross Dr,SA,,34.0967567,-118.71623806,287,-118.71623806,34.0967567
8008,Campfire Center Trail, ,10039,100440000,TAPO,,549,Unincorporated Los Angeles County,91302,3rd District,27359 Waycross Dr,SA,,34.0967567,-118.71623806,288,-118.71623806,34.0967567
8009,Group Camp Road, ,10075,100440000,TAPO,,549,Unincorporated Los Angeles County,91302,3rd District,27359 Waycross Dr,SA,,34.0967567,-118.71623806,289,-118.71623806,34.0967567
8010,Group Camp Service Road, ,10076,100440000,TAPO,,549,Unincorporated Los Angeles County,91302,3rd District,27359 Waycross Dr,SA,,34.0967567,-118.71623806,290,-118.71623806,34.0967567
8011,Big Rock Lateral,National Parks Service,20023,201270000,TAPO,,1555,Unincorporated Los Angeles County,90290,3rd District,3200 Tuna Canyon Rd,ST,,34.05968704,-118.61654529,291,-118.61654529,34.05968704
8012,Big Rock Motorway,National Parks Service,20024,201270000,TAPO,,1555,Unincorporated Los Angeles County,90290,3rd District,3200 Tuna Canyon Rd,ST,,34.05968704,-118.61654529,292,-118.61654529,34.05968704
8013,Budwood Motorway,National Parks Service,20026,201270000,TAPO,,1555,Unincorporated Los Angeles County,90290,3rd District,3200 Tuna Canyon Rd,ST,,34.05968704,-118.61654529,293,-118.61654529,34.05968704
8016,Nature Trail - Topanga, ,10120,101770000,TAPO,,1184,Unincorporated Los Angeles County,90290,3rd District,Entrada Rd,SA,,34.09340166,-118.587802,294,-118.587802,34.09340166
8017,Visitor Center Road, ,10185,101770000,TAPO,,1184,Unincorporated Los Angeles County,90290,3rd District,Entrada Rd,SA,,34.09340166,-118.587802,295,-118.587802,34.09340166
8018,Ed Edelman North Short Loop,National Parks Service,20059,200580000,TAPO,,1300,Unincorporated Los Angeles County,90290,3rd District,2747 N Topanga Canyon Blvd,SA,,34.12736966,-118.59884359,296,-118.59884359,34.12736966
8019,Fire Road Thirty,National Parks Service - Topanga,10066,200620000,TAPO,,1595,Los Angeles,91356,3rd District,3001 Reseda Blvd,ST,,34.13130356,-118.55316856,297,-118.55316856,34.13130356
8020,Garapito Trail,National Parks Service - Topanga,10068,200620000,TAPO,,1595,Los Angeles,91356,3rd District,3001 Reseda Blvd,ST,,34.13130356,-118.55316856,298,-118.55316856,34.13130356
8021,Farmers Ridge Trail,CA State Parks - Topanga,10065,100640000,TAPO,,1560,Los Angeles,90272,3rd District,18664 Mulholland Dr,ST,,34.12756597,-118.54204606,299,-118.54204606,34.12756597
8023,Backbone Trail - Eagle Rock Fire Road, ,10057,101770000,TAPO,,1184,Unincorporated Los Angeles County,90290,3rd District,Entrada Rd,SA,,34.09340166,-118.587802,300,-118.587802,34.09340166
8024,Eagle Rock Connector, ,10186,101770000,TAPO,,1184,Unincorporated Los Angeles County,90290,3rd District,Entrada Rd,SA,,34.09340166,-118.587802,301,-118.587802,34.09340166
8025,Temescal Ridge Fire Road,CA State Parks - Topanga,30011,100640000,TH,Auto Generated and Verified,1560,Los Angeles,90272,3rd District,18664 Mulholland Dr,ST,,34.12756597,-118.54204606,302,-118.54204606,34.12756597
8027,Betty Rogers Connector Trail,CA State Parks - Will Rogers,10031,101340000,TAPO,Auto Generated and Verified,430,Los Angeles,90272,3rd District,14400 Villa Woods Pl,SA,,34.05453293,-118.51178947,303,-118.51178947,34.05453293
8028,Bone Canyon Road,CA State Parks - Will Rogers,10033,101340000,TAPO,Auto Generated and Verified,430,Los Angeles,90272,3rd District,14400 Villa Woods Pl,SA,,34.05453293,-118.51178947,304,-118.51178947,34.05453293
8029,Bone Canyon Trail,CA State Parks - Will Rogers,10034,101340000,TAPO,Auto Generated and Verified,430,Los Angeles,90272,3rd District,14400 Villa Woods Pl,SA,,34.05453293,-118.51178947,305,-118.51178947,34.05453293
8030,Bridal Path,CA State Parks - Will Rogers,10035,101340000,TAPO,Auto Generated and Verified,430,Los Angeles,90272,3rd District,14400 Villa Woods Pl,SA,,34.05453293,-118.51178947,306,-118.51178947,34.05453293
8031,Inspiration Point Road,CA State Parks - Will Rogers,10086,101340000,TAPO,Auto Generated and Verified,430,Los Angeles,90272,3rd District,14400 Villa Woods Pl,SA,,34.05453293,-118.51178947,307,-118.51178947,34.05453293
8032,Stables Road,CA State Parks - Will Rogers,10155,101340000,TAPO,Auto Generated and Verified,430,Los Angeles,90272,3rd District,14400 Villa Woods Pl,SA,,34.05453293,-118.51178947,308,-118.51178947,34.05453293
8033,Rivas Overlook Trail,CA State Parks - Will Rogers,10144,101340000,TAPO,Auto Generated and Verified,430,Los Angeles,90272,3rd District,14400 Villa Woods Pl,SA,,34.05453293,-118.51178947,309,-118.51178947,34.05453293
8034,Rivas Overlook Trail ADA Section,CA State Parks - Will Rogers,10145,101340000,TAPO,Auto Generated and Verified,430,Los Angeles,90272,3rd District,14400 Villa Woods Pl,SA,,34.05453293,-118.51178947,310,-118.51178947,34.05453293
8035,Sarah Point Road,CA State Parks - Will Rogers,10151,101340000,TAPO,Auto Generated and Verified,430,Los Angeles,90272,3rd District,14400 Villa Woods Pl,SA,,34.05453293,-118.51178947,311,-118.51178947,34.05453293
8036,Service Road,CA State Parks - Will Rogers,10152,101340000,TAPO,Auto Generated and Verified,430,Los Angeles,90272,3rd District,14400 Villa Woods Pl,SA,,34.05453293,-118.51178947,312,-118.51178947,34.05453293
8038,Beehive Connector Trail,CA State Parks - Topanga,10028,300070000,TAPO,Auto Generated and Verified,415,Los Angeles,90272,3rd District,1666 Will Rogers State Park Rd,SA,,34.0544161,-118.50962649,313,-118.50962649,34.0544161
8039,Beehive Trail,CA State Parks - Topanga,10029,300070000,TAPO,Auto Generated and Verified,415,Los Angeles,90272,3rd District,1666 Will Rogers State Park Rd,SA,,34.0544161,-118.50962649,314,-118.50962649,34.0544161
8040,Joesepho Barn Road,CA State Parks - Topanga,10087,300070000,TAPO,Auto Generated and Verified,415,Los Angeles,90272,3rd District,1666 Will Rogers State Park Rd,SA,,34.0544161,-118.50962649,315,-118.50962649,34.0544161
8041,Joesepho Spur Trail,CA State Parks - Topanga,10088,300070000,TAPO,Auto Generated and Verified,415,Los Angeles,90272,3rd District,1666 Will Rogers State Park Rd,SA,,34.0544161,-118.50962649,316,-118.50962649,34.0544161
8042,Murphy Ranch Road Trail,CA State Parks - Topanga,20138,300070000,TAPO,Auto Generated and Verified,415,Los Angeles,90272,3rd District,1666 Will Rogers State Park Rd,SA,,34.0544161,-118.50962649,317,-118.50962649,34.0544161
8043,Piuma Connector Trail, ,10135,100180000,TAPO,,485,Unincorporated Los Angeles County,91302,3rd District,897 Las Virgenes Rd,SA,,34.08316434,-118.70550111,318,-118.70550111,34.08316434
8044,Puerco Mtwy,CA State Parks - Malibu Creek,10140,101120000,TAPO,Auto Generated and Verified,748,Unincorporated Los Angeles County,91302,3rd District,Mesa Peak Mtwy,ST,,34.07825482,-118.71041612,319,-118.71041612,34.07825482
8046,Musch Meadows Trail,CA State Parks - Topanga,10117,101170000,TAPO,Auto Generated and Verified,1137,Unincorporated Los Angeles County,90290,3rd District,Topanga Canyon Boulevard and Oakwood Drive,SA,,34.11072135,-118.58875865,320,-118.58875865,34.11072135
